coffee maker,3,3,36,36,-8.00295240259305,0.00033447366779258854
coffee maker,3,3,36,32,-8.094825634601326,0.0003051138309969513
coffee maker,3,3,36,28,-8.185857694152817,0.0002785654007155757
coffee maker,3,3,36,24,-8.27366210580565,0.0002551491949133715
coffee maker,3,3,36,20,-8.349716896824852,0.00023646345250777993
coffee maker,3,3,36,16,-8.399455317275173,0.00022498983888850056
coffee maker,3,3,36,12,-8.436858686661397,0.00021672989859261292
coffee maker,3,3,36,8,-8.460734958698456,0.00021161648413004476
coffee maker,3,3,36,4,-8.477012483910956,0.0002081997747011659
coffee maker,3,3,36,0,-8.488303169113784,0.00020586227739073952
coffee maker,3,3,44,44,-7.816360452261614,0.00040308606732290125
coffee maker,3,3,44,40,-7.91564847195161,0.000364987127564004
coffee maker,3,3,44,36,-8.015219060576284,0.00033039585540287726
coffee maker,3,3,44,32,-8.10709229258456,0.00030139396578746287
coffee maker,3,3,44,28,-8.198124352136052,0.00027516920677935446
coffee maker,3,3,44,24,-8.285928763788883,0.00025203848501770444
coffee maker,3,3,44,20,-8.361983554808084,0.00023358055412383912
coffee maker,3,3,44,16,-8.411721975258407,0.0002222468236950067
coffee maker,3,3,44,12,-8.44912534464463,0.00021408758635459914
coffee maker,3,3,44,8,-8.473001616681689,0.0002090365132565599
coffee maker,3,3,44,4,-8.489279141894189,0.00020566145942386917
coffee maker,3,3,44,0,-8.500569827097017,0.00020335246024770932
coffee maker,3,3,40,40,-7.9331951282762905,0.0003586386837365198
coffee maker,3,3,40,36,-8.032765716900965,0.00032464907867993365
coffee maker,3,3,40,32,-8.12463894890924,0.00029615163662776177
coffee maker,3,3,40,28,-8.215671008460733,0.000270383020855617
coffee maker,3,3,40,24,-8.303475420113564,0.00024765462585209973
coffee maker,3,3,40,20,-8.379530211132765,0.0002295177450134333
coffee maker,3,3,40,16,-8.429268631583088,0.00021838114907387317
coffee maker,3,3,40,12,-8.46667200096931,0.00021036383032735245
coffee maker,3,3,40,8,-8.49054827300637,0.00020540061362590847
coffee maker,3,3,40,4,-8.50682579821887,0.0002020842641640118
coffee maker,3,3,40,0,-8.518116483421698,0.00019981542681949072
coffee maker,3,3,28,28,-8.223086974355528,0.00026838528631572796
coffee maker,3,3,28,24,-8.31089138600836,0.0002458248208648545
coffee maker,3,3,28,20,-8.38694617702756,0.0002278219450135671
coffee maker,3,3,28,16,-8.436684597477885,0.00021676763220811331
coffee maker,3,3,28,12,-8.474087966864108,0.00020880954970552
coffee maker,3,3,28,8,-8.497964238901167,0.00020388300390671648
coffee maker,3,3,28,4,-8.514241764113667,0.00020059115741044762
coffee maker,3,3,28,0,-8.525532449316495,0.00019833908345112065
coffee maker,3,3,24,24,-8.321282431486612,0.00024328366944632203
coffee maker,3,3,24,20,-8.397337222505813,0.00022546689373474473
coffee maker,3,3,24,16,-8.447075642956136,0.0002145268520698851
coffee maker,3,3,24,12,-8.48447901234236,0.00020665103421643917
coffee maker,3,3,24,8,-8.508355284379418,0.00020177541532892613
coffee maker,3,3,24,4,-8.52463280959192,0.0001985175974566346
coffee maker,3,3,24,0,-8.535923494794746,0.0001962888037377501
coffee maker,3,3,32,32,-8.148726706831946,0.00028910323854814833
coffee maker,3,3,32,28,-8.239758766383435,0.0002639479148853808
coffee maker,3,3,32,24,-8.327563178036266,0.000241760454848557
coffee maker,3,3,32,20,-8.403617969055468,0.0002240552311080213
coffee maker,3,3,32,16,-8.453356389505792,0.0002131836857429828
coffee maker,3,3,32,12,-8.490759758892015,0.00020535717888830267
coffee maker,3,3,32,8,-8.514636030929074,0.00020051208656214663
coffee maker,3,3,32,4,-8.530913556141574,0.00019727466609569541
coffee maker,3,3,32,0,-8.542204241344402,0.00019505982699668186
coffee maker,3,3,48,48,-7.756466723503199,0.0004279660347881075
coffee maker,3,3,48,44,-7.860257116273174,0.0003857746696740603
coffee maker,3,3,48,40,-7.959545135963166,0.0003493119707819
coffee maker,3,3,48,36,-8.05911572458784,0.0003162062951623195
coffee maker,3,3,48,32,-8.150988956596116,0.00028844995403989784
coffee maker,3,3,48,28,-8.242021016147609,0.00026335147368103504
coffee maker,3,3,48,24,-8.32982542780044,0.00024121415048803318
coffee maker,3,3,48,20,-8.405880218819641,0.0002235489351142073
coffee maker,3,3,48,16,-8.455618639269964,0.00021270195610201736
coffee maker,3,3,48,12,-8.493022008656187,0.00020489313474857047
coffee maker,3,3,48,8,-8.516898280693248,0.00020005899084268644
coffee maker,3,3,48,4,-8.533175805905746,0.00019682888595197264
coffee maker,3,3,48,0,-8.544466491108576,0.00019461905170893657
coffee maker,3,3,60,60,-7.455505411029176,0.0005782493325978529
coffee maker,3,3,60,56,-7.555477821540276,0.0005232360687054312
coffee maker,3,3,60,52,-7.656048560561431,0.0004731734378048402
coffee maker,3,3,60,48,-7.758029359615356,0.00042729780184581065
coffee maker,3,3,60,44,-7.86181975238533,0.0003851723149972286
coffee maker,3,3,60,40,-7.961107772075325,0.0003487665495403967
coffee maker,3,3,60,36,-8.060678360699997,0.00031571256564685987
coffee maker,3,3,60,32,-8.152551592708274,0.00028799956371490596
