type,param,property,category,val,prob
global_param,speakerOptimality,NA,NA,1.321054735954259,0.0020000000000000005
global_param,sigbin,NA,NA,0.3780325984786199,0.0020000000000000005
S1,188,11,coffee maker,0.7276068071940549,0.0020000000000000005
S1,84,11,coffee maker,0.5122230013309337,0.0020000000000000005
S1,124,11,coffee maker,0.6444530340958845,0.0020000000000000005
S1,52,11,coffee maker,0.3565059370073822,0.0020000000000000005
S1,24,11,coffee maker,0.19255232896711677,0.0020000000000000005
Inductive,20,11,coffee maker,0.8218116977602432,0.0020000000000000005
Inductive,2,11,coffee maker,0.9758671890702862,0.0020000000000000005
Inductive,140,11,coffee maker,0.2502620069781813,0.0020000000000000005
Inductive,100,11,coffee maker,0.4175773346439815,0.0020000000000000005
Inductive,200,11,coffee maker,0.02470323719667615,0.0020000000000000005
price_prior,mu,NA,coffee maker,3.13853280588164,0.0020000000000000005
price_prior,sigma,NA,coffee maker,4.071540633569384,0.0020000000000000005
S1,100,11,watch,0.2848331701258529,0.0020000000000000005
S1,2000,11,watch,0.9286229884348367,0.0020000000000000005
S1,900,11,watch,0.8706290725597312,0.0020000000000000005
S1,450,11,watch,0.7197816579628313,0.0020000000000000005
S1,250,11,watch,0.5148775169926784,0.0020000000000000005
Inductive,240,11,watch,0.7016869895294515,0.0020000000000000005
Inductive,1200,11,watch,0.2890489820375667,0.0020000000000000005
Inductive,1680,11,watch,0.1416849968096678,0.0020000000000000005
Inductive,2400,11,watch,0,0.0020000000000000005
Inductive,24,11,watch,0.9043573625716993,0.0020000000000000005
price_prior,mu,NA,watch,0.5233071018302259,0.0020000000000000005
price_prior,sigma,NA,watch,4.740145937947531,0.0020000000000000005
S1,144,11,headphones,0.6931751242455578,0.0020000000000000005
S1,234,11,headphones,0.7769538510935446,0.0020000000000000005
S1,24,11,headphones,0.20583786450825176,0.0020000000000000005
S1,96,11,headphones,0.5565169592044352,0.0020000000000000005
S1,60,11,headphones,0.39304907028272695,0.0020000000000000005
Inductive,180.6,11,headphones,0.17522573926697751,0.0020000000000000005
Inductive,129,11,headphones,0.32285314033732576,0.0020000000000000005
Inductive,25.8,11,headphones,0.770863836829719,0.0020000000000000005
Inductive,258,11,headphones,0,0.0020000000000000005
Inductive,2.58,11,headphones,0.9690526909135462,0.0020000000000000005
price_prior,mu,NA,headphones,3.452477686123464,0.0020000000000000005
price_prior,sigma,NA,headphones,2.188742404647885,0.0020000000000000005
S1,1850,11,laptop,0.7832717497219339,0.0020000000000000005
S1,900,11,laptop,0.6094574217496049,0.0020000000000000005
S1,350,11,laptop,0.3203998446239881,0.0020000000000000005
S1,600,11,laptop,0.4796132993140904,0.0020000000000000005
S1,1250,11,laptop,0.7161079142498801,0.0020000000000000005
Inductive,1295,11,laptop,0.251917687270364,0.0020000000000000005
Inductive,1850,11,laptop,0.06026811757836451,0.0020000000000000005
Inductive,185,11,laptop,0.7667560272900763,0.0020000000000000005
Inductive,18.5,11,laptop,0.9716049660189162,0.0020000000000000005
Inductive,925,11,laptop,0.39778922346306655,0.0020000000000000005
price_prior,mu,NA,laptop,4.434253016457134,0.0020000000000000005
price_prior,sigma,NA,laptop,3.898339411501742,0.0020000000000000005
S1,57,11,sweater,0.48947921150554297,0.0020000000000000005
S1,87,11,sweater,0.6422325214732076,0.0020000000000000005
S1,36,11,sweater,0.33781165701685145,0.0020000000000000005
S1,18,11,sweater,0.18840795139498415,0.0020000000000000005
S1,150,11,sweater,0.7420736214637337,0.0020000000000000005
Inductive,119.7,11,sweater,0.2328888737193062,0.0020000000000000005
Inductive,17.1,11,sweater,0.8196154400819884,0.0020000000000000005
Inductive,1.71,11,sweater,0.9720442628387737,0.0020000000000000005
Inductive,85.5,11,sweater,0.41573732179421946,0.0020000000000000005
Inductive,171,11,sweater,0,0.0020000000000000005
price_prior,mu,NA,sweater,0.6884844670052221,0.0020000000000000005
price_prior,sigma,NA,sweater,8.799171183870579,0.0020000000000000005
global_param,speakerOptimality,NA,NA,1.321054735954259,0.0020000000000000005
global_param,sigbin,NA,NA,0.3780325984786199,0.0020000000000000005
S1,188,11,coffee maker,0.7251286985243239,0.0020000000000000005
S1,84,11,coffee maker,0.5091074153346974,0.0020000000000000005
S1,124,11,coffee maker,0.6415910692807615,0.0020000000000000005
S1,52,11,coffee maker,0.3536507919183095,0.0020000000000000005
S1,24,11,coffee maker,0.1906212734664839,0.0020000000000000005
Inductive,20,11,coffee maker,0.8235918301864161,0.0020000000000000005
Inductive,2,11,coffee maker,0.9760938820493466,0.0020000000000000005
Inductive,140,11,coffee maker,0.25257008739053005,0.0020000000000000005
Inductive,100,11,coffee maker,0.4206337730274521,0.0020000000000000005
Inductive,200,11,coffee maker,0.024964967467054327,0.0020000000000000005
price_prior,mu,NA,coffee maker,3.13853280588164,0.0020000000000000005
price_prior,sigma,NA,coffee maker,4.211844762125857,0.0020000000000000005
S1,100,11,watch,0.2630509198642277,0.0020000000000000005
S1,2000,11,watch,0.9210113369976747,0.0020000000000000005
S1,900,11,watch,0.8577801054823139,0.0020000000000000005
S1,450,11,watch,0.6971620106904712,0.0020000000000000005
S1,250,11,watch,0.48749477567402294,0.0020000000000000005
Inductive,240,11,watch,0.713951113569075,0.0020000000000000005
Inductive,1200,11,watch,0.2959705317698195,0.0020000000000000005
Inductive,1680,11,watch,0.1452977282604883,0.0020000000000000005
Inductive,2400,11,watch,0,0.0020000000000000005
Inductive,24,11,watch,0.9119692869612447,0.0020000000000000005
price_prior,mu,NA,watch,0.792485737644468,0.0020000000000000005
price_prior,sigma,NA,watch,4.740145937947531,0.0020000000000000005
S1,144,11,headphones,0.6931751242455578,0.0020000000000000005
S1,234,11,headphones,0.7769538510935446,0.0020000000000000005
S1,24,11,headphones,0.20583786450825176,0.0020000000000000005
S1,96,11,headphones,0.5565169592044352,0.0020000000000000005
S1,60,11,headphones,0.39304907028272695,0.0020000000000000005
Inductive,180.6,11,headphones,0.17522573926697751,0.0020000000000000005
Inductive,129,11,headphones,0.32285314033732576,0.0020000000000000005
Inductive,25.8,11,headphones,0.770863836829719,0.0020000000000000005
Inductive,258,11,headphones,0,0.0020000000000000005
Inductive,2.58,11,headphones,0.9690526909135462,0.0020000000000000005
price_prior,mu,NA,headphones,3.452477686123464,0.0020000000000000005
price_prior,sigma,NA,headphones,2.188742404647885,0.0020000000000000005
S1,1850,11,laptop,0.7832717497219339,0.0020000000000000005
S1,900,11,laptop,0.6094574217496049,0.0020000000000000005
S1,350,11,laptop,0.3203998446239881,0.0020000000000000005
S1,600,11,laptop,0.4796132993140904,0.0020000000000000005
S1,1250,11,laptop,0.7161079142498801,0.0020000000000000005
Inductive,1295,11,laptop,0.251917687270364,0.0020000000000000005
Inductive,1850,11,laptop,0.06026811757836451,0.0020000000000000005
Inductive,185,11,laptop,0.7667560272900763,0.0020000000000000005
Inductive,18.5,11,laptop,0.9716049660189162,0.0020000000000000005
Inductive,925,11,laptop,0.39778922346306655,0.0020000000000000005
price_prior,mu,NA,laptop,4.434253016457134,0.0020000000000000005
price_prior,sigma,NA,laptop,3.898339411501742,0.0020000000000000005
S1,57,11,sweater,0.48534462030104836,0.0020000000000000005
S1,87,11,sweater,0.6384211868831957,0.0020000000000000005
S1,36,11,sweater,0.3341197344493342,0.0020000000000000005
S1,18,11,sweater,0.18589048393065088,0.0020000000000000005
S1,150,11,sweater,0.7388934794140708,0.0020000000000000005
Inductive,119.7,11,sweater,0.23415296468771893,0.0020000000000000005
Inductive,17.1,11,sweater,0.8213923666208691,0.0020000000000000005
Inductive,1.71,11,sweater,0.9723922820090649,0.0020000000000000005
Inductive,85.5,11,sweater,0.41768517488810214,0.0020000000000000005
Inductive,171,11,sweater,0,0.0020000000000000005
price_prior,mu,NA,sweater,0.6884844670052221,0.0020000000000000005
price_prior,sigma,NA,sweater,9.1000697182932,0.0020000000000000005
global_param,speakerOptimality,NA,NA,1.321054735954259,0.0020000000000000005
global_param,sigbin,NA,NA,0.4077511029627062,0.0020000000000000005
S1,188,11,coffee maker,0.7251286985243239,0.0020000000000000005
S1,84,11,coffee maker,0.5091074153346974,0.0020000000000000005
S1,124,11,coffee maker,0.6415910692807615,0.0020000000000000005
S1,52,11,coffee maker,0.3536507919183095,0.0020000000000000005
S1,24,11,coffee maker,0.1906212734664839,0.0020000000000000005
Inductive,20,11,coffee maker,0.8235918301864161,0.0020000000000000005
Inductive,2,11,coffee maker,0.9760938820493466,0.0020000000000000005
Inductive,140,11,coffee maker,0.25257008739053005,0.0020000000000000005
Inductive,100,11,coffee maker,0.4206337730274521,0.0020000000000000005
Inductive,200,11,coffee maker,0.024964967467054327,0.0020000000000000005
price_prior,mu,NA,coffee maker,3.13853280588164,0.0020000000000000005
price_prior,sigma,NA,coffee maker,4.211844762125857,0.0020000000000000005
S1,100,11,watch,0.27371141917227243,0.0020000000000000005
S1,2000,11,watch,0.9248722825384001,0.0020000000000000005
S1,900,11,watch,0.8642763163424385,0.0020000000000000005
S1,450,11,watch,0.708501626861761,0.0020000000000000005
S1,250,11,watch,0.5010666857832647,0.0020000000000000005
Inductive,240,11,watch,0.706133404148102,0.0020000000000000005
Inductive,1200,11,watch,0.2901568040419997,0.0020000000000000005
Inductive,1680,11,watch,0.14212168422366694,0.0020000000000000005
Inductive,2400,11,watch,0,0.0020000000000000005
Inductive,24,11,watch,0.9082756546966888,0.0020000000000000005
price_prior,mu,NA,watch,0.792485737644468,0.0020000000000000005
price_prior,sigma,NA,watch,4.6321037375134715,0.0020000000000000005
S1,144,11,headphones,0.6931751242455578,0.0020000000000000005
S1,234,11,headphones,0.7769538510935446,0.0020000000000000005
S1,24,11,headphones,0.20583786450825176,0.0020000000000000005
S1,96,11,headphones,0.5565169592044352,0.0020000000000000005
S1,60,11,headphones,0.39304907028272695,0.0020000000000000005
Inductive,180.6,11,headphones,0.17522573926697751,0.0020000000000000005
Inductive,129,11,headphones,0.32285314033732576,0.0020000000000000005
Inductive,25.8,11,headphones,0.770863836829719,0.0020000000000000005
Inductive,258,11,headphones,0,0.0020000000000000005
Inductive,2.58,11,headphones,0.9690526909135462,0.0020000000000000005
price_prior,mu,NA,headphones,3.452477686123464,0.0020000000000000005
price_prior,sigma,NA,headphones,2.188742404647885,0.0020000000000000005
S1,1850,11,laptop,0.7857758116819646,0.0020000000000000005
S1,900,11,laptop,0.6129774306655909,0.0020000000000000005
S1,350,11,laptop,0.3236338316600545,0.0020000000000000005
S1,600,11,laptop,0.4833114462238905,0.0020000000000000005
S1,1250,11,laptop,0.7191096974386012,0.0020000000000000005
Inductive,1295,11,laptop,0.24965750734046765,0.0020000000000000005
Inductive,1850,11,laptop,0.05965116060075733,0.0020000000000000005
Inductive,185,11,laptop,0.7643081491636065,0.0020000000000000005
Inductive,18.5,11,laptop,0.9712847800784934,0.0020000000000000005
Inductive,925,11,laptop,0.39481226963523997,0.0020000000000000005
price_prior,mu,NA,laptop,4.434253016457134,0.0020000000000000005
price_prior,sigma,NA,laptop,3.8233342587142802,0.0020000000000000005
S1,57,11,sweater,0.4554410059725388,0.0020000000000000005
S1,87,11,sweater,0.6102697941494173,0.0020000000000000005
S1,36,11,sweater,0.3079582144586352,0.0020000000000000005
S1,18,11,sweater,0.16840006827640652,0.0020000000000000005
S1,150,11,sweater,0.7150733908942559,0.0020000000000000005
Inductive,119.7,11,sweater,0.23939278129253702,0.0020000000000000005
Inductive,17.1,11,sweater,0.8316944492933784,0.0020000000000000005
Inductive,1.71,11,sweater,0.9747909128172184,0.0020000000000000005
Inductive,85.5,11,sweater,0.42610401941490467,0.0020000000000000005
Inductive,171,11,sweater,0,0.0020000000000000005
price_prior,mu,NA,sweater,1.395815029468633,0.0020000000000000005
price_prior,sigma,NA,sweater,9.77731879996567,0.0020000000000000005
global_param,speakerOptimality,NA,NA,1.321054735954259,0.0020000000000000005
global_param,sigbin,NA,NA,0.04678360643446999,0.0020000000000000005
S1,188,11,coffee maker,0.726191554683571,0.0020000000000000005
S1,84,11,coffee maker,0.5104416323087427,0.0020000000000000005
S1,124,11,coffee maker,0.6428178321978127,0.0020000000000000005
S1,52,11,coffee maker,0.35487212186276085,0.0020000000000000005
S1,24,11,coffee maker,0.19144634721762369,0.0020000000000000005
Inductive,20,11,coffee maker,0.8228316981820547,0.0020000000000000005
Inductive,2,11,coffee maker,0.9759970723580755,0.0020000000000000005
Inductive,140,11,coffee maker,0.25158324633983303,0.0020000000000000005
Inductive,100,11,coffee maker,0.4193275591071743,0.0020000000000000005
Inductive,200,11,coffee maker,0.024853020445673283,0.0020000000000000005
price_prior,mu,NA,coffee maker,3.13853280588164,0.0020000000000000005
price_prior,sigma,NA,coffee maker,4.150539992833307,0.0020000000000000005
S1,100,11,watch,0.2893388961534614,0.0020000000000000005
S1,2000,11,watch,0.9300685077442287,0.0020000000000000005
S1,900,11,watch,0.8730885655508049,0.0020000000000000005
S1,450,11,watch,0.7242004744053451,0.0020000000000000005
S1,250,11,watch,0.5203744182809061,0.0020000000000000005
Inductive,240,11,watch,0.6945883655512444,0.0020000000000000005
Inductive,1200,11,watch,0.28174693805158413,0.0020000000000000005
Inductive,1680,11,watch,0.1375494274364986,0.0020000000000000005
Inductive,2400,11,watch,0,0.0020000000000000005
Inductive,24,11,watch,0.9027501369468017,0.0020000000000000005
price_prior,mu,NA,watch,0.792485737644468,0.0020000000000000005
price_prior,sigma,NA,watch,4.4871381887469095,0.0020000000000000005
S1,144,11,headphones,0.6956216170952108,0.0020000000000000005
S1,234,11,headphones,0.7789453590112189,0.0020000000000000005
S1,24,11,headphones,0.20772884169866418,0.0020000000000000005
S1,96,11,headphones,0.55936043196861,0.0020000000000000005
S1,60,11,headphones,0.39580274538184435,0.0020000000000000005
