v4,headphones,51.35,0,0.0004961280969756578,1,1
v4,headphones,51.35,3.95,0.0005029365037133523,1,1
v4,headphones,51.35,7.9,0.0005101285610132294,1,1
v4,headphones,51.35,11.85,0.0005177150957144263,1,1
v4,headphones,51.35,15.8,0.0005257067837816069,1,1
v4,headphones,51.35,19.75,0.000534113995677102,1,1
v4,headphones,51.35,23.7,0.0005429466090135697,1,1
v4,headphones,51.35,27.65,0.0005522137833266558,1,1
v4,headphones,51.35,31.6,0.000561923691233574,1,1
v4,headphones,51.35,35.55,0.0005720831996890826,1,1
v4,headphones,51.35,39.5,0.0005826977195080896,1,1
v4,headphones,51.35,43.45,0.0005937724760017619,1,1
v4,headphones,51.35,47.4,0.0006053131040912513,1,1
v4,headphones,55.3,0,0.0004958155872104642,1,1
v4,headphones,55.3,3.95,0.0005026197053509116,1,1
v4,headphones,55.3,7.9,0.0005098072323930754,1,1
v4,headphones,55.3,11.85,0.0005173889883562961,1,1
v4,headphones,55.3,15.8,0.0005253756424804757,1,1
v4,headphones,55.3,19.75,0.0005337775586956185,1,1
v4,headphones,55.3,23.7,0.0005426046083925007,1,1
v4,headphones,55.3,27.65,0.000551865945337201,1,1
v4,headphones,55.3,31.6,0.0005615697369990234,1,1
v4,headphones,55.3,35.55,0.0005717228460072494,1,1
v4,headphones,55.3,39.5,0.0005823306797685286,1,1
v4,headphones,55.3,43.45,0.0005933984603026212,1,1
v4,headphones,55.3,47.4,0.0006049318189812539,1,1
v4,headphones,55.3,51.35,0.0006169368014166125,1,1
v4,headphones,47.4,35.55,0.0005714098545041216,1,1
v4,headphones,47.4,39.5,0.0005820118809728341,1,1
v4,headphones,47.4,43.45,0.000593073602415026,1,1
v4,headphones,47.4,0,0.0004955441513792762,1,1
v4,headphones,47.4,3.95,0.0005023445445834556,1,1
v4,headphones,47.4,7.9,0.0005095281367909205,1,1
v4,headphones,47.4,11.85,0.0005171057420975567,1,1
v4,headphones,47.4,15.8,0.0005250880239023568,1,1
v4,headphones,47.4,19.75,0.0005334853404615585,1,1
v4,headphones,47.4,23.7,0.0005423075577618133,1,1
v4,headphones,47.4,27.65,0.0005515638245579415,1,1
v4,headphones,47.4,31.6,0.00056126230384794,1,1
v4,headphones,59.25,0,0.0004946738945557848,1,1
v4,headphones,59.25,3.95,0.000501462345153898,1,1
v4,headphones,59.25,7.9,0.0005086333217949832,1,1
v4,headphones,59.25,11.85,0.0005161976195836002,1,1
v4,headphones,59.25,15.8,0.0005241658831920634,1,1
v4,headphones,59.25,19.75,0.0005325484526858132,1,1
v4,headphones,59.25,23.7,0.0005413551767252102,1,1
v4,headphones,59.25,27.65,0.0005505951879983604,1,1
v4,headphones,59.25,31.6,0.0005602766351676968,1,1
v4,headphones,59.25,35.55,0.0005704063650602288,1,1
v4,headphones,59.25,39.5,0.0005809897726312071,1,1
v4,headphones,59.25,43.45,0.0005920320678758779,1,1
v4,headphones,59.25,47.4,0.000603538869198859,1,1
v4,headphones,59.25,51.35,0.000615516208291371,1,1
