"item","condition","exp","UB","LB","low","high","y","x","group"
"sweater","original","06",96,93,0.0124882306388772,0.0209765777918688,0.0166892452115783,94.5,"sweater original 06"
"sweater","original","06",99,96,0.013726252651256,0.0218351646497088,0.0176824501926894,97.5,"sweater original 06"
"sweater","original","06",102,99,0.0145553187983102,0.0234193605257801,0.0187646345458662,100.5,"sweater original 06"
"sweater","original","06",105,102,0.013547000718316,0.0226047306156335,0.0178953744109501,103.5,"sweater original 06"
"sweater","original","06",108,105,0.0136105304752684,0.0230917430541422,0.0179921738075587,106.5,"sweater original 06"
"sweater","original","06",111,108,0.0136320360307795,0.0229124545736798,0.0182297450400448,109.5,"sweater original 06"
"sweater","original","06",114,111,0.0131604645633615,0.0226627344554928,0.0175583600467927,112.5,"sweater original 06"
"sweater","original","06",117,114,0.0142655894447704,0.0230849147346775,0.0180500699305635,115.5,"sweater original 06"
"sweater","original","06",120,117,0.0136088411490708,0.0224344301170823,0.017635676722411,118.5,"sweater original 06"
"sweater","original","06",123,120,0.0128406255773445,0.0216437347368009,0.016539596893349,121.5,"sweater original 06"
"sweater","original","06",126,123,0.0120669130333317,0.0198003489786736,0.0156469850340124,124.5,"sweater original 06"
"sweater","original","06",129,126,0.0127138636947536,0.0193619728430214,0.0158362929092603,127.5,"sweater original 06"
"sweater","original","06",132,129,0.0117426432272702,0.0180571091007016,0.0146259006218903,130.5,"sweater original 06"
"sweater","original","06",135,132,0.0106422460453266,0.0160371392401933,0.0133660561297232,133.5,"sweater original 06"
"sweater","original","06",138,135,0.00999535325580412,0.0153610814263402,0.0126971194867146,136.5,"sweater original 06"
"sweater","original","06",141,138,0.00915894348263042,0.0145638190019182,0.0118450792641317,139.5,"sweater original 06"
"sweater","original","06",144,141,0.00900992824771348,0.0146897135840655,0.0117883948421191,142.5,"sweater original 06"
"sweater","original","06",147,144,0.00843283656471332,0.0144863528525201,0.0113341393935986,145.5,"sweater original 06"
"sweater","original","06",150,147,0.00829902623051871,0.0140483093514502,0.0111285238766255,148.5,"sweater original 06"
"sweater","original","06",153,150,0.00836382178143877,0.014677654736607,0.0114025879901901,151.5,"sweater original 06"
"sweater","original","06",156,153,0.0070869231307146,0.0144920440109015,0.0106284507346359,154.5,"sweater original 06"
"sweater","original","06",159,156,0.00718716857339615,0.0150214775903347,0.0106535826330637,157.5,"sweater original 06"
"sweater","original","06",162,159,0.00762251639702409,0.0148655758886205,0.0109894975325776,160.5,"sweater original 06"
"sweater","original","06",165,162,0.00752991575837371,0.0149965278725691,0.0109528350855838,163.5,"sweater original 06"
"sweater","original","06",168,165,0.00721551371675247,0.0148858610228278,0.0107285628575434,166.5,"sweater original 06"
"sweater","original","06",171,168,0.00711046247560491,0.0140010711860371,0.0104858416416327,169.5,"sweater original 06"
"sweater","original","06",174,171,0.00645613728747189,0.0142225356233966,0.0100890071389244,172.5,"sweater original 06"
"sweater","original","06",177,174,0.00709983656079092,0.013712133881867,0.0104306054253363,175.5,"sweater original 06"
"sweater","original","06",180,177,0.00618141566315935,0.0128910905693198,0.00934745884204855,178.5,"sweater original 06"
"sweater","original","06",183,180,0.00592497591782197,0.0129046934939328,0.00920554871399804,181.5,"sweater original 06"
"sweater","original","06",186,183,0.00558811545978462,0.0119695616093945,0.00874664899045438,184.5,"sweater original 06"
"sweater","original","06",189,186,0.00483474852249946,0.0107795965373792,0.00783165160093286,187.5,"sweater original 06"
"sweater","original","06",192,189,0.00466542409106158,0.011144381275925,0.00788870764980293,190.5,"sweater original 06"
"sweater","original","06",195,192,0.00519708998702329,0.0111117940127737,0.00796343668773451,193.5,"sweater original 06"
"sweater","original","06",198,195,0.00467242656309135,0.0106710024359304,0.00761674328157662,196.5,"sweater original 06"
"sweater","original","06",201,198,0.00483028712009231,0.0115222505745209,0.00810413914628658,199.5,"sweater original 06"
"sweater","original","06",204,201,0.0054281364576572,0.0112101026852048,0.00821048426670434,202.5,"sweater original 06"
"sweater","original","06",207,204,0.00444880766426778,0.0108289595597888,0.00741979032627534,205.5,"sweater original 06"
"sweater","original","06",210,207,0.00511352189417602,0.0130214194078774,0.00876529259883093,208.5,"sweater original 06"
"sweater","original","06",213,210,0.0045729295853945,0.0108592133606838,0.00771682331200369,211.5,"sweater original 06"
"sweater","original","06",216,213,0.0044080482047595,0.0108935645138489,0.0073456682413532,214.5,"sweater original 06"
"sweater","original","06",219,216,0.00337890140252501,0.0094327181699151,0.00620297586743809,217.5,"sweater original 06"
"sweater","original","06",222,219,0.00407159757656122,0.00980578281281173,0.006809586373215,220.5,"sweater original 06"
"sweater","original","06",225,222,0.00366538243980376,0.00968748004373229,0.00636308764709694,223.5,"sweater original 06"
"sweater","original","06",228,225,0.00353564222821822,0.00956704132350555,0.00624332298328171,226.5,"sweater original 06"
"sweater","original","06",231,228,0.0033848596043844,0.00928529113050803,0.00607441361154368,229.5,"sweater original 06"
"sweater","original","06",234,231,0.00346068361705363,0.00962875290014238,0.00646121847817719,232.5,"sweater original 06"
"sweater","original","06",237,234,0.00349588239705551,0.00973356652945838,0.00648362460876217,235.5,"sweater original 06"
"sweater","original","06",240,237,0.00337149704029334,0.0101088712998288,0.00642267099684457,238.5,"sweater original 06"
"sweater","original","08",50,0,0.234448772176938,0.583522320094102,0.395351511079304,25,"sweater original 08"
"sweater","original","08",100,50,0.175089983741616,0.29930381453819,0.239626855797062,75,"sweater original 08"
"sweater","original","08",150,100,0.0753453155213056,0.185565272894687,0.136276483925783,125,"sweater original 08"
"sweater","original","08",200,150,0.0764428519001595,0.149830659193073,0.116336371419141,175,"sweater original 08"
"sweater","original","08",250,200,0.0250482750239289,0.113291321140079,0.068761720753021,225,"sweater original 08"
"sweater","original","08",300,250,0.0102801726866446,0.0886426987273933,0.0436470570256898,275,"sweater original 08"
"coffee maker","original","03",40,0,0.157877845105782,0.250957573045046,0.203344028992641,20,"coffee maker original 03"
"coffee maker","original","03",80,40,0.179346565556317,0.244311401434608,0.212226705989537,60,"coffee maker original 03"
"coffee maker","original","03",120,80,0.186913053412413,0.224830756349594,0.206675315617965,100,"coffee maker original 03"
"coffee maker","original","03",160,120,0.123161239162493,0.176363658496203,0.150171287920747,140,"coffee maker original 03"
