"item","meanlog","sdlog"
"coffee maker",3.53581365542736,0.495659098502996
"electric kettle",3.3647309153857,0.455721546401309
"headphones",3.15870191237346,0.671359723345886
"laptop",6.33271291960835,0.394122103880397
"sweater",3.36355353900867,0.437795351759918
"watch",3.36355353900867,0.437795351759918
