v4,laptop,810,0,0.0004561294629022279,1,1
v4,laptop,810,30,0.0004571982068961366,1,1
v4,laptop,810,60,0.0004587569958128884,1,1
v4,laptop,810,90,0.00046079676175417485,1,1
v4,laptop,810,120,0.0004633108604601419,1,1
v4,laptop,810,150,0.0004662948547550769,1,1
v4,laptop,810,180,0.0004697463277748258,1,1
v4,laptop,810,210,0.00047366472010871137,1,1
v4,laptop,810,240,0.00047805118575298304,1,1
v4,laptop,810,270,0.0004829084623308896,1,1
v4,laptop,810,300,0.00048824075142083015,1,1
v4,laptop,810,330,0.0004940529851273111,1,1
v4,laptop,810,360,0.0005003510085436798,1,1
v4,laptop,810,390,0.0005071422614550932,1,1
v4,laptop,810,420,0.0005144357211326882,1,1
v4,laptop,810,450,0.0005222418547080173,1,1
v4,laptop,810,480,0.000530572579068359,1,1
v4,laptop,810,510,0.0005394412263316095,1,1
v4,laptop,810,540,0.00054886251301669,1,1
v4,laptop,810,570,0.0005588525110268293,1,1
v4,laptop,810,600,0.0005694286185116381,1,1
v4,laptop,810,630,0.0005806052781147682,1,1
v4,laptop,810,660,0.0005923936346630616,1,1
v4,laptop,810,690,0.0006048054500344966,1,1
v4,laptop,810,720,0.0006178529730711472,1,1
v4,laptop,810,750,0.0006315488043372953,1,1
v4,laptop,810,780,0.0006459057545809083,1,1
v4,laptop,780,0,0.00045594985808648623,1,1
v4,laptop,780,30,0.00045701818125345106,1,1
v4,laptop,780,60,0.00045857635638394534,1,1
v4,laptop,780,90,0.0004606153191502211,1,1
v4,laptop,780,120,0.0004631284279086584,1,1
v4,laptop,780,150,0.0004661112472307216,1,1
v4,laptop,780,180,0.0004695613612039134,1,1
v4,laptop,780,210,0.0004734782106378323,1,1
v4,laptop,780,240,0.000477862949074331,1,1
v4,laptop,780,270,0.00048271831305869624,1,1
v4,laptop,780,300,0.00048804850251492056,1,1
v4,laptop,780,330,0.0004938584476054514,1,1
v4,laptop,780,360,0.0005001539911220828,1,1
v4,laptop,780,390,0.0005069425699204927,1,1
v4,laptop,780,420,0.0005142331577369434,1,1
v4,laptop,780,450,0.0005220362175814647,1,1
v4,laptop,780,480,0.000530363661648961,1,1
v4,laptop,780,510,0.0005392288168076948,1,1
v4,laptop,780,540,0.0005486463937818347,1,1
v4,laptop,780,570,0.0005586324581461606,1,1
v4,laptop,780,600,0.0005692044011996171,1,1
